"","word","sentiment","n"
"91","interesting","positive",9
"92","pain","negative",9
"93","peace","positive",9
"94","smell","negative",9
"95","strong","positive",9
"96","sweetheart","positive",9
"97","win","positive",9
"98","worried","negative",9
"99","worse","negative",9
"100","attack","negative",8
"101","breaking","negative",8
"102","clean","positive",8
"103","fall","negative",8
"104","fault","negative",8
"105","favor","positive",8
"106","fell","negative",8
"107","fun","positive",8
"108","guilty","negative",8
"109","incredible","positive",8
"110","knock","negative",8
"111","lovely","positive",8
"112","nervous","negative",8
"113","perfectly","positive",8
"114","darkness","negative",7
"115","fair","positive",7
"116","fast","positive",7
"117","hate","negative",7
"118","holy","positive",7
"119","insane","negative",7
"120","lying","negative",7
"121","magic","positive",7
"122","panic","negative",7
"123","promised","positive",7
"124","smiling","positive",7
"125","smoke","negative",7
"126","worked","positive",7
"127","works","positive",7
"128","worst","negative",7
"129","advantage","positive",6
"130","bright","positive",6
"131","complicated","negative",6
"132","correct","positive",6
"133","cry","negative",6
"134","free","positive",6
"135","goodness","positive",6
"136","helped","positive",6
"137","joke","negative",6
"138","killing","negative",6
"139","lead","positive",6
"140","loves","positive",6
"141","odd","negative",6
"142","protect","positive",6
"143","stalemate","negative",6
"144","stupid","negative",6
"145","suicide","negative",6
"146","surrender","negative",6
"147","unfortunately","negative",6
"148","victory","positive",6
"149","wonderful","positive",6
"150","worth","positive",6
"151","wounds","negative",6
"152","angry","negative",5
"153","assure","positive",5
"154","badly","negative",5
"155","benefit","positive",5
"156","broke","negative",5
"157","broken","negative",5
"158","burned","negative",5
"159","clearly","positive",5
"160","confess","negative",5
"161","critic","negative",5
"162","cure","positive",5
"163","cute","positive",5
"164","damage","negative",5
"165","disappointed","negative",5
"166","enjoy","positive",5
"167","exciting","positive",5
"168","fresh","positive",5
"169","leading","positive",5
"170","lie","negative",5
"171","lies","negative",5
"172","loose","negative",5
"173","lose","negative",5
"174","loss","negative",5
"175","missed","negative",5
"176","mistake","negative",5
"177","problems","negative",5
"178","proud","positive",5
"179","regret","negative",5
"180","slowly","negative",5
"181","smells","negative",5
"182","smile","positive",5
"183","stole","negative",5
"184","stolen","negative",5
"185","stuck","negative",5
"186","tough","positive",5
"187","waste","negative",5
"188","wound","negative",5
"189","admire","positive",4
"190","amazing","positive",4
"191","angel","positive",4
"192","awful","negative",4
"193","beg","negative",4
"194","bitch","negative",4
"195","boom","positive",4
"196","bother","negative",4
"197","brilliant","positive",4
"198","calm","positive",4
"199","celebrate","positive",4
"200","cleared","positive",4
"201","concerns","negative",4
"202","confidence","positive",4
"203","danger","negative",4
"204","delicious","positive",4
"205","dies","negative",4
"206","dirt","negative",4
"207","drag","negative",4
"208","dreadful","negative",4
"209","eager","positive",4
"210","emergency","negative",4
"211","excellent","positive",4
"212","fat","negative",4
"213","fool","negative",4
"214","gain","positive",4
"215","genius","positive",4
"216","golden","positive",4
"217","happily","positive",4
"218","hated","negative",4
"219","hurts","negative",4
"220","issue","negative",4
"221","joy","positive",4
"222","liked","positive",4
"223","likes","positive",4
"224","miracle","positive",4
"225","murderer","negative",4
"226","mysterious","negative",4
"227","object","negative",4
"228","pig","negative",4
"229","powerful","positive",4
"230","pretend","negative",4
"231","reasonable","positive",4
"232","recommend","positive",4
"233","savings","positive",4
"234","scary","negative",4
"235","silly","negative",4
"236","spite","negative",4
"237","strangest","negative",4
"238","struck","negative",4
"239","terribly","negative",4
"240","terrific","positive",4
"241","tired","negative",4
"242","trick","negative",4
"243","twisted","negative",4
"244","unable","negative",4
"245","unfortunate","negative",4
"246","upset","negative",4
"247","weak","negative",4
"248","won","positive",4
"249","ashamed","negative",3
"250","blame","negative",3
"251","bless","positive",3
"252","bloody","negative",3
"253","bore","negative",3
"254","brave","positive",3
"255","bruises","negative",3
"256","bunk","negative",3
"257","capable","positive",3
"258","champion","positive",3
"259","charming","positive",3
"260","cleaner","positive",3
"261","concern","negative",3
"262","courage","positive",3
"263","criminal","negative",3
"264","cursed","negative",3
"265","defeat","positive",3
"266","desperate","negative",3
"267","devil","negative",3
"268","dirty","negative",3
"269","disappoint","negative",3
"270","dust","negative",3
"271","easier","positive",3
"272","enemy","negative",3
"273","enjoyed","positive",3
"274","excited","positive",3
"275","failed","negative",3
"276","failing","negative",3
"277","fairly","positive",3
"278","falling","negative",3
"279","finest","positive",3
"280","fortunately","positive",3
"281","friendly","positive",3
"282","gentle","positive",3
"283","gold","positive",3
"284","grand","positive",3
"285","greatest","positive",3
"286","grief","negative",3
"287","hail","positive",3
"288","happiness","positive",3
"289","harm","negative",3
"290","heal","positive",3
"291","healthy","positive",3
"292","horrible","negative",3
"293","hung","negative",3
"294","imperfect","negative",3
"295","insanity","negative",3
"296","intriguing","positive",3
"297","issues","negative",3
"298","jealous","negative",3
"299","knife","negative",3
"300","liberty","positive",3
"301","lover","positive",3
"302","master","positive",3
"303","mercy","positive",3
"304","merit","positive",3
"305","mess","negative",3
"306","miserable","negative",3
"307","mistakes","negative",3
"308","neat","positive",3
"309","nicely","positive",3
"310","nightmare","negative",3
"311","nonsense","negative",3
"312","objection","negative",3
"313","peculiar","negative",3
"314","pleased","positive",3
"315","precious","positive",3
"316","pride","positive",3
"317","protest","negative",3
"318","punch","negative",3
"319","pure","positive",3
"320","refusing","negative",3
"321","rich","positive",3
"322","rusty","negative",3
"323","sad","negative",3
"324","sadness","negative",3
"325","sensation","positive",3
"326","shame","negative",3
"327","shiny","positive",3
"328","sinking","negative",3
"329","slow","negative",3
"330","smart","positive",3
"331","stab","negative",3
"332","stealing","negative",3
"333","success","positive",3
"334","suspect","negative",3
"335","tragedy","negative",3
"336","tricky","negative",3
"337","troubles","negative",3
"338","troubling","negative",3
"339","trusted","positive",3
"340","urgent","negative",3
"341","useful","positive",3
"342","vagrant","negative",3
"343","vicious","negative",3
"344","warned","negative",3
"345","winner","positive",3
"346","wins","positive",3
"347","accurate","positive",2
"348","accurately","positive",2
"349","adequate","positive",2
"350","admiration","positive",2
"351","affection","positive",2
"352","afford","positive",2
"353","alarm","negative",2
"354","allegation","negative",2
"355","amazed","positive",2
"356","anger","negative",2
"357","appealing","positive",2
"358","applaud","positive",2
"359","appreciated","positive",2
"360","appropriate","positive",2
"361","approve","positive",2
"362","available","positive",2
"363","bankrupt","negative",2
"364","begging","negative",2
"365","beloved","positive",2
"366","blind","negative",2
"367","blow","negative",2
"368","bravery","positive",2
"369","breakup","negative",2
"370","breeze","positive",2
"371","burning","negative",2
"372","bust","negative",2
"373","celebration","positive",2
"374","cheat","negative",2
"375","clearer","positive",2
"376","clever","positive",2
"377","comfort","positive",2
"378","comfortable","positive",2
"379","concerned","negative",2
"380","confession","negative",2
"381","confident","positive",2
"382","confused","negative",2
"383","confusing","negative",2
"384","congratulate","positive",2
"385","congratulations","positive",2
"386","conspirator","negative",2
"387","crack","negative",2
"388","cracked","negative",2
"389","crap","negative",2
"390","creative","positive",2
"391","creepy","negative",2
"392","damnation","negative",2
"393","decent","positive",2
"394","dedicated","positive",2
"395","defeated","positive",2
"396","delicate","positive",2
"397","demise","negative",2
"398","destroy","negative",2
"399","disobedience","negative",2
"400","disobey","negative",2
"401","disoriented","negative",2
"402","disturbing","negative",2
"403","dreamland","positive",2
"404","drunk","negative",2
"405","dying","negative",2
"406","enjoyable","positive",2
"407","erase","negative",2
"408","extortion","negative",2
"409","extraordinary","positive",2
"410","fail","negative",2
"411","faith","positive",2
"412","fake","negative",2
"413","fascinating","positive",2
"414","favorite","positive",2
"415","favour","positive",2
"416","felon","negative",2
"417","foolish","negative",2
"418","fortune","positive",2
"419","foul","negative",2
"420","frost","negative",2
"421","frustrate","negative",2
"422","fuss","negative",2
"423","gained","positive",2
"424","garbage","negative",2
"425","generous","positive",2
"426","ghastly","negative",2
"427","gibberish","negative",2
"428","glorious","positive",2
"429","hardy","positive",2
"430","harmless","positive",2
"431","harmony","positive",2
"432","helpless","negative",2
"433","honor","positive",2
"434","honored","positive",2
"435","hooray","positive",2
"436","hum","negative",2
"437","illegal","negative",2
"438","illness","negative",2
"439","impossible","negative",2
"440","incredibly","positive",2
"441","inspire","positive",2
"442","intelligent","positive",2
"443","kindly","positive",2
"444","lack","negative",2
"445","leads","positive",2
"446","liable","negative",2
"447","limit","negative",2
"448","limitations","negative",2
"449","lively","positive",2
"450","losing","negative",2
"451","loud","negative",2
"452","loving","positive",2
"453","luxury","positive",2
"454","marvellous","positive",2
"455","marvelous","positive",2
"456","miracles","positive",2
"457","misfortune","negative",2
"458","mystery","negative",2
"459","negative","negative",2
"460","opponent","negative",2
"461","optimism","positive",2
"462","orphan","negative",2
"463","outstanding","positive",2
"464","overdue","negative",2
"465","pardon","positive",2
"466","patience","positive",2
"467","patient","positive",2
"468","peaceful","positive",2
"469","peeled","negative",2
"470","perverse","negative",2
"471","pleasant","positive",2
"472","plot","negative",2
"473","precise","positive",2
"474","prefer","positive",2
"475","prisoner","negative",2
"476","privilege","positive",2
"477","prudence","positive",2
"478","queer","negative",2
"479","recovery","positive",2
"480","revenge","negative",2
"481","ripped","negative",2
"482","rival","negative",2
"483","romantic","positive",2
"484","rude","negative",2
"485","ruined","negative",2
"486","safely","positive",2
"487","satisfactory","positive",2
"488","scars","negative",2
"489","screwed","negative",2
"490","selfish","negative",2
"491","sensible","positive",2
"492","setback","negative",2
"493","shake","negative",2
"494","sharp","positive",2
"495","significant","positive",2
"496","sincere","positive",2
"497","skill","positive",2
"498","snag","negative",2
"499","sneak","negative",2
"500","soft","positive",2
"501","spade","negative",2
"502","sparkling","positive",2
"503","splendid","positive",2
"504","split","negative",2
"505","stainless","positive",2
"506","steady","positive",2
"507","steal","negative",2
"508","sting","negative",2
"509","stranger","negative",2
"510","strictly","negative",2
"511","stronger","positive",2
"512","sucker","negative",2
"513","suffered","negative",2
"514","suffering","negative",2
"515","suffice","positive",2
"516","super","positive",2
"517","superior","positive",2
"518","support","positive",2
"519","supports","positive",2
"520","survival","positive",2
"521","suspicion","negative",2
"522","suspicious","negative",2
"523","sweaty","negative",2
"524","talent","positive",2
"525","tank","negative",2
"526","threat","negative",2
"527","tidy","positive",2
"528","trap","negative",2
"529","trapped","negative",2
"530","trusting","positive",2
"531","unacceptable","negative",2
"532","unbelievable","negative",2
"533","unforeseen","negative",2
"534","unusual","negative",2
"535","utterly","negative",2
"536","vague","negative",2
"537","variety","positive",2
"538","vice","negative",2
"539","violation","negative",2
"540","violent","negative",2
"541","vulnerable","negative",2
"542","warmer","positive",2
"543","warning","negative",2
"544","weep","negative",2
"545","whoa","positive",2
"546","whore","negative",2
"547","winning","positive",2
"548","wisdom","positive",2
"549","worn","negative",2
"550","absence","negative",1
"551","absurdity","negative",1
"552","abuse","negative",1
"553","accolades","positive",1
"554","achievement","positive",1
"555","adaptable","positive",1
"556","adorable","positive",1
"557","advanced","positive",1
"558","advantages","positive",1
"559","aggression","negative",1
"560","aggressive","negative",1
"561","alarming","negative",1
"562","allegations","negative",1
"563","annihilate","negative",1
"564","anxious","negative",1
"565","approval","positive",1
"566","ardent","positive",1
"567","asinine","negative",1
"568","assault","negative",1
"569","assuredly","positive",1
"570","attraction","positive",1
"571","attractive","positive",1
"572","authentic","positive",1
"573","aversion","negative",1
"574","awfully","negative",1
"575","ax","negative",1
"576","bait","negative",1
"577","bargain","positive",1
"578","beneficiary","positive",1
"579","benefits","positive",1
"580","bent","negative",1
"581","betray","negative",1
"582","betrayal","negative",1
"583","beware","negative",1
"584","bewildered","negative",1
"585","bitter","negative",1
"586","blackmail","negative",1
"587","blasted","negative",1
"588","blunt","negative",1
"589","blurt","negative",1
"590","boisterous","negative",1
"591","booming","positive",1
"592","bothered","negative",1
"593","bothering","negative",1
"594","breach","negative",1
"595","breaks","negative",1
"596","breathtaking","positive",1
"597","brightest","positive",1
"598","bruise","negative",1
"599","brutal","negative",1
"600","bug","negative",1
"601","bully","negative",1
"602","burns","negative",1
"603","carefree","positive",1
"604","carnage","negative",1
"605","charm","positive",1
"606","cheap","negative",1
"607","cheater","negative",1
"608","cheer","positive",1
"609","cheery","positive",1
"610","cherish","positive",1
"611","cherished","positive",1
"612","clarity","positive",1
"613","classic","positive",1
"614","cloud","negative",1
"615","cloudy","negative",1
"616","clumsy","negative",1
"617","colorful","positive",1
"618","comfortably","positive",1
"619","comforting","positive",1
"620","comfy","positive",1
"621","commitment","positive",1
"622","complaint","negative",1
"623","complaints","negative",1
"624","complementary","positive",1
"625","concessions","negative",1
"626","conflicts","negative",1
"627","confront","negative",1
"628","confrontation","negative",1
"629","conspiracy","negative",1
"630","conspire","negative",1
"631","consummate","positive",1
"632","contaminated","negative",1
"633","contention","negative",1
"634","contradict","negative",1
"635","contribution","positive",1
"636","convenience","positive",1
"637","convenient","positive",1
"638","correctly","positive",1
"639","corruption","negative",1
"640","coward","negative",1
"641","cowardly","negative",1
"642","craps","negative",1
"643","crash","negative",1
"644","crashing","negative",1
"645","craven","negative",1
"646","creep","negative",1
"647","crisis","negative",1
"648","critical","negative",1
"649","cruel","negative",1
"650","cruelty","negative",1
"651","crummy","negative",1
"652","crushed","negative",1
"653","curse","negative",1
"654","cynicism","negative",1
"655","damaged","negative",1
"656","damned","negative",1
"657","daring","positive",1
"658","dawn","positive",1
"659","deadly","negative",1
"660","debt","negative",1
"661","decency","positive",1
"662","deception","negative",1
"663","decrepit","negative",1
"664","defensive","negative",1
"665","delayed","negative",1
"666","delightful","positive",1
"667","delightfully","positive",1
"668","demon","negative",1
"669","denied","negative",1
"670","deny","negative",1
"671","depressed","negative",1
"672","depression","negative",1
"673","deserving","positive",1
"674","despair","negative",1
"675","desperately","negative",1
"676","destructive","negative",1
"677","deterrent","negative",1
"678","diametrically","negative",1
"679","difficulties","negative",1
"680","disaster","negative",1
"681","disastrous","negative",1
"682","discontent","negative",1
"683","discouraging","negative",1
"684","disdained","negative",1
"685","disgusting","negative",1
"686","disregard","negative",1
"687","distinguished","positive",1
"688","disturb","negative",1
"689","disturbed","negative",1
"690","dizzy","negative",1
"691","doom","negative",1
"692","dope","negative",1
"693","doubtful","negative",1
"694","doubts","negative",1
"695","dragged","negative",1
"696","dragging","negative",1
"697","dripping","negative",1
"698","dropout","negative",1
"699","drunken","negative",1
"700","dull","negative",1
"701","dumb","negative",1
"702","effective","positive",1
"703","efficient","positive",1
"704","elegance","positive",1
"705","elegant","positive",1
"706","emphatically","negative",1
"707","encourage","positive",1
"708","encouragement","positive",1
"709","enjoying","positive",1
"710","entertain","positive",1
"711","enthusiasm","positive",1
"712","enthusiast","positive",1
"713","envious","negative",1
"714","envious","positive",1
"715","envy","positive",1
"716","epidemic","negative",1
"717","equitable","positive",1
"718","exceeded","positive",1
"719","excel","positive",1
"720","exceptional","positive",1
"721","excitement","positive",1
"722","expansive","positive",1
"723","exploit","negative",1
"724","explosive","negative",1
"725","fabulous","positive",1
"726","failure","negative",1
"727","faint","negative",1
"728","faithful","positive",1
"729","fallen","negative",1
"730","falls","negative",1
"731","falsely","negative",1
"732","fantastic","positive",1
"733","faster","positive",1
"734","fastidious","negative",1
"735","fearful","negative",1
"736","fearless","positive",1
"737","fever","negative",1
"738","fidelity","positive",1
"739","fierce","negative",1
"740","filthy","negative",1
"741","fist","negative",1
"742","flickering","negative",1
"743","fondness","positive",1
"744","foresight","positive",1
"745","forfeit","negative",1
"746","fortitude","positive",1
"747","fortunate","positive",1
"748","frail","negative",1
"749","fried","negative",1
"750","frightening","negative",1
"751","frightful","negative",1
"752","frozen","negative",1
"753","fruitless","negative",1
"754","frustrating","negative",1
"755","fume","negative",1
"756","gall","negative",1
"757","galling","negative",1
"758","genuine","positive",1
"759","gifted","positive",1
"760","glamorous","positive",1
"761","gloom","negative",1
"762","glow","positive",1
"763","glowing","positive",1
"764","goofy","negative",1
"765","goon","negative",1
"766","gorgeous","positive",1
"767","graciously","positive",1
"768","gratifying","positive",1
"769","grieving","negative",1
"770","grisly","negative",1
"771","guarantee","positive",1
"772","guidance","positive",1
"773","gutter","negative",1
"774","handsome","positive",1
"775","hangs","negative",1
"776","hapless","negative",1
"777","happier","positive",1
"778","hardened","negative",1
"779","haste","negative",1
"780","hasty","negative",1
"781","haunt","negative",1
"782","haunting","negative",1
"783","heartbreaking","negative",1
"784","heck","negative",1
"785","heinous","negative",1
"786","helpful","positive",1
"787","hilarious","positive",1
"788","hopeless","negative",1
"789","horrifying","negative",1
"790","hug","positive",1
"791","humble","positive",1
"792","hysteric","negative",1
"793","ideal","positive",1
"794","ignoble","negative",1
"795","ignore","negative",1
"796","immaculately","positive",1
"797","impatience","negative",1
"798","implication","negative",1
"799","impressed","positive",1
"800","imprisonment","negative",1
"801","improper","negative",1
"802","improve","positive",1
"803","incessant","negative",1
"804","incomplete","negative",1
"805","inconvenience","negative",1
"806","indifference","negative",1
"807","indulge","negative",1
"808","inevitably","negative",1
"809","infection","negative",1
"810","iniquity","negative",1
"811","insinuate","negative",1
"812","insouciance","negative",1
"813","inspirational","positive",1
"814","instability","negative",1
"815","intelligence","positive",1
"816","interests","positive",1
"817","interfere","negative",1
"818","interrupt","negative",1
"819","interruptions","negative",1
"820","intolerance","negative",1
"821","intrusion","negative",1
"822","intuitive","positive",1
"823","isolated","negative",1
"824","itching","negative",1
"825","jam","negative",1
"826","jealousy","negative",1
"827","jumpy","negative",1
"828","kindness","positive",1
"829","lapse","negative",1
"830","lawful","positive",1
"831","legendary","positive",1
"832","lengthy","negative",1
"833","lethal","negative",1
"834","lied","negative",1
"835","liking","positive",1
"836","loses","negative",1
"837","luckiest","positive",1
"838","lunatic","negative",1
"839","lyrical","positive",1
"840","madness","negative",1
"841","magical","positive",1
"842","majestic","positive",1
"843","maturity","positive",1
"844","meaningful","positive",1
"845","memorable","positive",1
"846","menace","negative",1
"847","mercilessly","negative",1
"848","merry","positive",1
"849","mighty","positive",1
"850","misinformed","negative",1
"851","mockery","negative",1
"852","modern","positive",1
"853","modest","positive",1
"854","modesty","positive",1
"855","molestation","negative",1
"856","monster","negative",1
"857","monstrous","negative",1
"858","moron","negative",1
"859","mourn","negative",1
"860","nasty","negative",1
"861","neatly","positive",1
"862","noble","positive",1
"863","nurturing","positive",1
"864","objections","negative",1
"865","obscure","negative",1
"866","obscures","negative",1
"867","obscurity","negative",1
"868","obsessive","negative",1
"869","obstruction","negative",1
"870","offence","negative",1
"871","opposition","negative",1
"872","originality","positive",1
"873","outrage","negative",1
"874","outsider","negative",1
"875","overdone","negative",1
"876","overwhelming","negative",1
"877","overzealous","negative",1
"878","pains","negative",1
"879","pale","negative",1
"880","pan","negative",1
"881","paramount","positive",1
"882","paranoid","negative",1
"883","parasite","negative",1
"884","passion","positive",1
"885","pathetic","negative",1
"886","patriotic","positive",1
"887","patronize","negative",1
"888","perfection","positive",1
"889","peril","negative",1
"890","perilous","negative",1
"891","perish","negative",1
"892","pervasive","negative",1
"893","phony","negative",1
"894","pigs","negative",1
"895","pittance","negative",1
"896","pity","negative",1
"897","pointless","negative",1
"898","poise","positive",1
"899","poorly","negative",1
"900","positively","positive",1
"901","precisely","positive",1
"902","prefers","positive",1
"903","premeditated","negative",1
"904","prestigious","positive",1
"905","prize","positive",1
"906","promises","positive",1
"907","proper","positive",1
"908","protection","positive",1
"909","punish","negative",1
"910","punk","negative",1
"911","puny","negative",1
"912","puppet","negative",1
"913","puzzling","negative",1
"914","qualified","positive",1
"915","quicker","positive",1
"916","rabid","negative",1
"917","radiant","positive",1
"918","raging","negative",1
"919","rape","negative",1
"920","rattle","negative",1
"921","realistic","positive",1
"922","recommendations","positive",1
"923","refreshed","positive",1
"924","regard","positive",1
"925","regression","negative",1
"926","reject","negative",1
"927","relaxed","positive",1
"928","relief","positive",1
"929","reluctance","negative",1
"930","renaissance","positive",1
"931","resent","negative",1
"932","restless","negative",1
"933","reward","positive",1
"934","ridiculous","negative",1
"935","rightly","positive",1
"936","rightness","positive",1
"937","rip","negative",1
"938","risk","negative",1
"939","rosy","positive",1
"940","rough","negative",1
"941","ruin","negative",1
"942","sack","negative",1
"943","sadly","negative",1
"944","saver","positive",1
"945","scant","negative",1
"946","scar","negative",1
"947","scared","negative",1
"948","scrambled","negative",1
"949","scream","negative",1
"950","secretive","negative",1
"951","sensational","positive",1
"952","sensitive","positive",1
"953","seriousness","negative",1
"954","shallow","negative",1
"955","shark","negative",1
"956","shirk","negative",1
"957","shock","negative",1
"958","silent","positive",1
"959","sink","negative",1
"960","skeptic","negative",1
"961","skinny","negative",1
"962","sleazy","negative",1
"963","slower","negative",1
"964","sluggish","negative",1
"965","smartest","positive",1
"966","smelling","negative",1
"967","smooth","positive",1
"968","smother","negative",1
"969","sociable","positive",1
"970","sore","negative",1
"971","soreness","negative",1
"972","sour","negative",1
"973","spiritual","positive",1
"974","splendidly","positive",1
"975","spoil","negative",1
"976","spotless","positive",1
"977","stains","negative",1
"978","sticky","negative",1
"979","stiff","negative",1
"980","stinks","negative",1
"981","stormy","negative",1
"982","strangely","negative",1
"983","strict","negative",1
"984","struggle","negative",1
"985","stubborn","negative",1
"986","stunned","positive",1
"987","subpoena","negative",1
"988","succeed","positive",1
"989","succeeding","positive",1
"990","successfully","positive",1
"991","suck","negative",1
"992","sue","negative",1
"993","suffer","negative",1
"994","supreme","positive",1
"995","suspicions","negative",1
"996","swelling","negative",1
"997","symptoms","negative",1
"998","tainted","negative",1
"999","talented","positive",1
"1000","tangle","negative",1
"1001","tanked","negative",1
"1002","taunt","negative",1
"1003","tawdry","negative",1
"1004","tempest","negative",1
"1005","tender","positive",1
"1006","tense","negative",1
"1007","tension","negative",1
"1008","tentative","negative",1
"1009","terrifically","positive",1
"1010","thoughtful","positive",1
"1011","threatening","negative",1
"1012","thrilled","positive",1
"1013","throttle","negative",1
"1014","tingling","negative",1
"1015","tortured","negative",1
"1016","traction","positive",1
"1017","tragic","negative",1
"1018","transparent","positive",1
"1019","trash","negative",1
"1020","traumatized","negative",1
"1021","tremendously","positive",1
"1022","trickery","negative",1
"1023","trustworthy","positive",1
"1024","turmoil","negative",1
"1025","unbelievably","negative",1
"1026","unclean","negative",1
"1027","uncomfortable","negative",1
"1028","uncompromising","negative",1
"1029","unconditional","positive",1
"1030","uneasy","negative",1
"1031","unforgettable","positive",1
"1032","ungrateful","negative",1
"1033","unimaginable","negative",1
"1034","unknown","negative",1
"1035","unlawful","negative",1
"1036","unreasonable","negative",1
"1037","unreliable","negative",1
"1038","untouched","negative",1
"1039","untrue","negative",1
"1040","uphold","positive",1
"1041","valiant","positive",1
"1042","vengeance","negative",1
"1043","victorious","positive",1
"1044","vigilance","positive",1
"1045","violate","negative",1
"1046","wanton","negative",1
"1047","warmth","positive",1
"1048","weaknesses","negative",1
"1049","wealthy","positive",1
"1050","weary","negative",1
"1051","whining","negative",1
"1052","wicked","negative",1
"1053","wild","negative",1
"1054","wonderfully","positive",1
"1055","wondrous","positive",1
"1056","worries","negative",1
"1057","wow","positive",1
"1058","wretch","negative",1
"1059","wretched","negative",1
"1060","wrinkle","negative",1
"1061","yawn","negative",1
"1062","zap","negative",1
